ID_kit_api_zym,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,ID_strains,ID_reference,manual_annotation,created_zym,modify_in_pgsql_zym,ID_tbl_api_zym,last_change
2546,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150113,54616,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2547,-,+,+,+,-,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,150119,54622,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2548,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,150130,54635,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2549,-,+,-,+,-,+,+,+,-,-,+,+,-,+,-,+,-,+,-,-,150138,54644,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2550,-,+,-,-,-,+,+,+,-,-,+,+,-,+,-,+,+,+,-,-,150154,54660,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2551,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,150179,54696,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2552,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,150279,54811,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2553,-,+,+,+,-,+,+,+,-,-,+,+,-,+,-,+,-,+,-,-,150284,54820,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2554,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,150292,54832,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2555,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,150296,54837,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2556,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,150297,54838,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2557,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150310,54851,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2558,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150314,54856,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2559,-,+,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,150320,54863,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2560,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150323,54866,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2561,-,+,-,-,-,+,-,-,-,-,+,+,+,+,-,+,-,-,-,-,150354,54898,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2562,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,150355,54899,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2563,-,-,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,-,10481,44702,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2564,-,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,141251,44191,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2565,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,11671,55032,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2566,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150475,55045,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2567,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150500,55070,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2568,-,+,+,+,-,+,+,+,-,+,+,+,-,+,-,+,-,+,-,-,150538,55113,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2569,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,150542,55117,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2570,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,150543,55118,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2571,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150547,55122,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2572,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,138969,55161,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2573,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150605,55194,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2574,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150621,55211,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2575,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,150647,55238,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2576,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150649,55240,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2577,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,150735,55337,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2578,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,150763,55369,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2579,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150777,55385,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2580,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,150787,55395,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2581,-,+,-,-,-,+,-,-,-,-,+,+,+,+,-,+,-,-,-,-,150797,55407,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2582,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,150808,55421,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2583,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150822,55438,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2584,-,+,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,150850,55466,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2585,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150865,55482,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2586,-,+,-,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,150867,55484,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2587,-,+,-,-,-,+,+,-,-,-,+,+,-,-,+,+,-,-,-,+,150868,55485,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2588,-,+,-,-,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,150876,55493,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2589,-,+,-,-,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,150877,55494,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2590,-,+,-,-,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,150878,55495,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2591,-,+,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,150879,55496,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2592,-,+,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,150880,55497,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2593,-,+,+,+,-,+,+,-,+,-,+,-,-,-,-,+,-,+,-,+,150896,55513,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2594,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,150900,55517,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2595,-,+,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,150914,55535,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2596,-,+,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,150919,55540,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2597,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150940,55563,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2598,-,+,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,150954,55577,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2599,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150998,55628,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2600,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151023,55654,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2601,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,151024,55656,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2602,-,+,-,-,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,151043,55692,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2603,-,+,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,-,151077,55732,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2604,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,151087,55744,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2605,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151091,55748,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2606,-,+,+,-,-,+,+,+,-,-,+,+,+,+,+,-,-,-,-,-,151097,55754,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2607,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,151099,55756,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2608,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,151110,55773,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2609,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,151127,55794,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2610,-,+,+,-,-,+,-,-,-,-,+,+,+,+,-,+,-,-,-,-,151135,55802,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2611,-,+,+,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,-,-,151136,55803,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2612,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,+,151137,55804,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2613,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,151163,55832,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2614,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,151183,55852,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2615,-,+,-,-,-,+,+,+,+,-,+,-,-,-,-,+,-,+,-,-,151185,55854,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2616,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,151186,55855,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2617,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,151187,55856,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2618,-,+,+,+,-,+,+,+,-,-,+,+,-,+,-,+,-,+,-,-,151197,55868,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2619,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,151200,55871,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2620,-,+,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,-,12517,55874,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2621,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151247,55926,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2622,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,151267,55955,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2623,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151290,55979,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2624,-,+,+,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,151354,56049,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2625,-,+,-,-,-,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,151366,56064,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2626,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,151367,56065,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2627,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,137149,44742,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2628,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,151557,56260,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2629,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,+,151608,56316,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2630,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151618,56326,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2631,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151628,56337,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2632,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151657,56374,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2633,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151672,56391,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2634,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151677,56403,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2635,-,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,151679,56406,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2636,-,+,+,-,-,+,-,-,-,-,+,+,+,+,-,-,+,-,-,-,151682,56409,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2637,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151697,56424,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2638,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151729,56459,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2639,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151742,56472,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2640,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,151755,56488,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2641,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,+,151779,56514,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2642,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,+,151790,56525,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2643,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151795,56530,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2644,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,151808,56561,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2645,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,151847,56610,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2646,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151904,56672,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2647,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,151914,56684,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2648,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,151916,56686,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2649,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,-,-,151949,56727,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2650,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,151955,56736,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2651,-,+,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,151990,56788,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2652,-,+,+,+,-,+,+,-,+,-,+,+,-,+,-,+,-,+,-,+,152012,56812,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2653,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141661,44758,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2654,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,152024,56830,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2655,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141662,44759,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2656,-,+,+,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,+,152042,56848,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2657,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,152045,56851,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2658,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152092,56906,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2659,-,+,-,-,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,+,152195,57032,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2660,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,+,152196,57033,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2661,-,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,-,152240,57100,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2662,-,+,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,-,152241,57101,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2663,-,+,-,+,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,-,152242,57102,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2664,-,+,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-,-,152243,57103,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2665,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152271,57137,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2666,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152283,57152,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2667,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152309,57188,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2668,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,152310,57189,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2669,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,152311,57191,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2670,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152319,57201,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2671,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,152336,57219,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2672,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152349,57232,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2673,-,+,+,+,-,+,+,-,-,-,+,+,-,+,-,-,-,-,-,-,152367,57252,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2674,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,152369,57254,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2675,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152376,57270,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2676,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152381,57275,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2677,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152386,57288,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2678,-,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,152392,57296,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2679,-,+,+,-,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,-,152393,57297,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2680,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,152397,57303,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2681,-,+,+,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,152398,57304,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2682,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152406,57312,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2683,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152407,57313,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2684,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152408,57314,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2685,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,+,-,-,152420,57326,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2686,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,+,-,-,152428,57335,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2687,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,152429,57336,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2688,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,152430,57337,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2689,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,152431,57338,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2690,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,152432,57339,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2691,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,152433,57340,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2692,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,152434,57341,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2693,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152444,57352,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2694,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,152445,57353,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2695,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152501,57418,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
2696,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,152515,57436,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
